Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
alcatel,alcatel Pixi 8,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-8.jpg,No cellular connectivity,N/A,,,,"2014, June. Released 2014, July",Discontinued,209 x 124.5 x 9 mm (8.23 x 4.90 x 0.35 in),325 g (11.46 oz),,No,TFT capacitive touchscreen,"8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 4.4.2 (KitKat),,,,microSDHC (dedicated slot),"4GB 512MB RAM (EMEA), 8GB 1GB RAM (LATAM)",,,,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",No,Yes,No,microUSB 2.0,,"Li-Ion 3240 mAh, non-removable",,"Bluish Black, Chocolate, Aubergine",,About 100 EUR,,,,,,,VGA,,,,No,No,,,Yes,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 2012,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2012.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,2014. Released 2014,Discontinued,107 x 53.7 x 14 mm (4.21 x 2.11 x 0.55 in),98 g (3.46 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.8 inches, 24.3 cm2 (~42.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),16MB,No,,,240p@15fps,3.15 MP,,,Yes,Yes,No,3.0,No,"FM radio, RDS",microUSB 1.1,,"Li-Ion 750 mAh, removable",,Dark Chocolate,"2012G, 2012D",About 50 EUR,,,Organizer MP3/MP4/H.263 player Photo viewer Predictive text input,,,,,,,,Yes,,,,,Up to 450 h,Up to 6 h,Up to 12 h,1000 entries,Yes,"SMS, MMS",Yes,No,0.45 W/kg (head)     0.77 W/kg (body),,,,,,,,,,,,
alcatel,alcatel 2010,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2010.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,2014. Released 2014,Discontinued,106 x 52.5 x 13.6 mm (4.17 x 2.07 x 0.54 in),95 g (3.35 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm2 (~32.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),"128MB ROM, 64MB RAM",No,,,144p@12fps,2 MP,,,Yes,Yes,No,3.0,No,"Stereo FM radio, RDS",microUSB 2.0,,"Li-Ion 750 mAh, removable",,"Anthracite, Apple Green, Coralline Fresh, Rose Fresh, Turquoise Iron gray, Pure White","2010A, 2010D, 2010E",About 50 EUR,,,SNS apps Organizer MP3/WAV/AAC+/MP4/H.263 player Photo viewer Predictive text input,,,,,,,,Yes,,,,,Up to 450 h,Up to 6 h,,300 entries,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,
alcatel,alcatel 2052,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2052.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,2014. Released 2014,Discontinued,108.5 x 44.8 x 13 mm (4.27 x 1.76 x 0.51 in),74 g (2.61 oz),,Mini-SIM,TFT,"1.8 inches, 10.2 cm2 (~21.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,460 MHz,,microSDHC (dedicated slot),128MB,No,,,,VGA,,,Yes,Yes,No,2.0,No,FM radio,microUSB,,"Li-Ion 750 mAh, removable",,Black,,About 50 EUR,,,SNS apps Organizer MP3/WAV/AAC+/MP4/H.263 player Photo viewer Predictive text input,,,,,,,,,,,,,Up to 144 h,Up to 3 h,,Yes,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,
alcatel,alcatel 2040,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2040.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),,,,2014. Released 2014,Discontinued,123.4 x 51.5 x 12.4 mm (4.86 x 2.03 x 0.49 in),77.9 g (2.75 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm2 (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),"4MB ROM, 4MB RAM",No,,,320p@12fps,VGA,,,Yes,Yes,No,No,No,"FM radio, RDS, recording; built-in antenna",microUSB 2.0,,"Li-Ion 850 mAh, removable",,Black,"2040G, 2040D",About 30 EUR,,,SNS apps Organizer MP3/WAV/AAC+/MP4/H.263 player Photo viewer Predictive text input,,,,,,,,Class 12,No,,,,Up to 600 h,Up to 8 h,,300 entries,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,
alcatel,alcatel 2005,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2005.jpg,GSM,GSM 850 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,2014. Released 2014,Discontinued,120 x 50 x 10 mm (4.72 x 1.97 x 0.39 in),85 g (3.00 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm2 (~29.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),128MB/ 64MB,GSM 900 / 1800,,,320p@15fps,2 MP,,,Yes,No,No,3.0,No,"Stereo FM radio, RDS",microUSB 2.0,,"Li-Ion 850 mAh, removable",,"Anthracite, Coralline, Fresh Rose, Apple Green, OfficerTurquoise, White","2005A, 2005D",About 20 EUR,,,No,Facebook & Twitter apps Organizer MP3/MP4/H.263 player Photo/video viewer Predictive text input,,,,,,,Yes,No,,,,Up to 425 h,Up to 14 h,Up to 8 h,500 entries,Yes,SMS,No,No,,,,,,,,,,,,,
alcatel,alcatel Pop 7S,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-7s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"1, 3, 7, 8, 20 - P330X","HSPA 21.1/5.76 Mbps, LTE","2014, January. Released 2014, Q2",Discontinued,192 x 113 x 9 mm (7.56 x 4.45 x 0.35 in),279 g (9.84 oz),,Micro-SIM,IPS LCD capacitive touchscreen,"7.0 inches, 137.9 cm2 (~63.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),4GB 1GB RAM,"1, 3, 5, 7, 8, 20 - P330A",,,Yes,3 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,,"Li-Ion 3240 mAh, non-removable",,"White, Black/ color back panels",,About 190 EUR,,,eMMC 4.5,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pixi 7,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-7.jpg,No cellular connectivity,N/A,,,,"2014, February. Released 2014, July",Discontinued,9.9 mm thickness,285 g (10.05 oz),,No,TFT capacitive touchscreen,"7.0 inches, 135.1 cm2","540 x 960 pixels, 16:9 ratio (~157 ppi density)",Android 4.4.2 (KitKat),Mediatek MT8117,Dual-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),"4GB 512MB RAM (EMEA), 4GB 1GB RAM (LATAM)",,,,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,No,microUSB 2.0,,"Li-Ion 2840 mAh, non-removable",,"Bluish Black, Gun Gray/ Color Skins",I216X,About 80 EUR,,,,,,,VGA,,,,No,No,,,,,Up to 4 h (multimedia),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop S9,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-s9-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 7, 8, 20 - 7050Y","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, February. Released 2014, Q2",Discontinued,162.4 x 84.4 x 8.6 mm (6.39 x 3.32 x 0.34 in),182 g (6.42 oz),,Single SIM or Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm2 (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~249 ppi density)",Android 4.3 (Jelly Bean),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,"1, 3, 5, 7, 8, 17 - 7050W",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3400 mAh, non-removable",,"Midnight Blue, Dark Chocolate, Dark Aubergine, White/ purple, green, red, orange, yellow back panels","7050Y, 7050W",About 280 EUR,,,,,,,2 MP,,,Yes,,,,,,Up to 425 h,Up to 36 h (2G) / Up to 23 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop S7,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-s7-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"1, 3, 7, 8, 20 - 7045Y","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, February. Released 2014, Q2",Discontinued,141 x 72 x 9.4 mm (5.55 x 2.83 x 0.37 in),162 g (5.71 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3000 mAh, removable",,"Midnight Blue, Dark Chocolate, Dark Aubergine, White/ purple, green, red, orange, yellow back panels",7045Y,About 140 EUR,,,,,,,VGA,,,Yes,,,,,,Up to 480 h (2G) / Up to 360 h (3G),Up to 24 h (2G) / Up to 18 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop S3,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-s3-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"1, 3, 7, 8, 20 - 5050Y","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, February. Released 2014, Q2",Discontinued,123 x 64.4 x 9.9 mm (4.84 x 2.54 x 0.39 in),130 g (4.59 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.3 (Jelly Bean),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,"1, 2, 4, 7, 17 - 5050A",,"LED flash, panorama, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,"Midnight Blue, Dark  Chocolate, Dark Aubergine, White, Red,  Orange, Yellow, Green, Purple","5050Y, 5050A, 5050S",About 120 EUR,,,"1, 3, 7, 8, 28 - 5050S",,,,VGA,,,Yes,,,,,,Up to 400 h,Up to 12 h,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Fire 7,https://fdn2.gsmarena.com/vv/bigpic/alcatel-fire-7-new.jpg,No cellular connectivity,N/A,,,No,"2014, February. Released 2014, Q2",Discontinued,-,285 g (10.05 oz),,No,Capacitive touchscreen,"7.0 inches, 135.1 cm2","540 x 960 pixels, 16:9 ratio (~157 ppi density)",Firefox OS 1.3,,Dual-core 1.2 GHz,,microSDXC (dedicated slot),,MP3/AAC+/WAV player MP4/H.264 player Photo viewer Predictive text input,,,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",TBD,TBD,No,microUSB 2.0,Accelerometer,"Li-Ion, non-removable",,Black,,About 80 EUR,,,,,,,VGA,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Fire S,https://fdn2.gsmarena.com/vv/bigpic/alcatel-fire-s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - 6038Y,"1, 3, 7, 8, 20 - 6038X, 6038Y","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, February",Cancelled,129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in),126 g (4.44 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Firefox 2.0, upgradable to 2.1",,Quad-core 1.2 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,MP3/AAC+/WAV player MP4/H.264 player Photo viewer Predictive text input,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,Black,,,,,,,,,2 MP,,Oleophobic coating,Yes (6038Y model),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Fire E,https://fdn2.gsmarena.com/vv/bigpic/alcatel-fire-e.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 42.2/5.76 Mbps,"2014, February. Released 2014, Q3",Discontinued,129 x 63.5 x 8.2 mm (5.08 x 2.5 x 0.32 in),103 g (3.63 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~68.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Firefox OS 1.3,,Dual-core 1.2 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,MP3/AAC+/WAV player MP4/H.264 player Photo viewer Predictive text input,,"LED flash, HDR",720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1700 mAh, removable",,"Slate, Dark Chocolate, Mozilla Orange",,About 70 EUR,,,,,,,VGA,,,,,,,,,Up to 450 h (2G) / Up to 400 h (3G),Up to 7 h (2G) / Up to 4 h (3G),Up to 25 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Fire C,https://fdn2.gsmarena.com/vv/bigpic/alcatel-fire-c.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, Q2",Discontinued,112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),100 g (3.53 oz),,Micro-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Firefox OS 1.3,,Dual-core 1.2 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,No,,,480p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1300 mAh, removable",,"Mozilla Orange, White/Bluish Black, White",,About 30 EUR,,,MP3/AAC+/WAV player DivX/MP4/H.264 player Photo viewer Predictive text input,,,,,,,,,,,,,Up to 433 h (2G) / Up to 325 h (3G),Up to 6 h 40 min (2G) / Up to 2 h 40 min (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Idol 2 S,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2s-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"1, 3, 7, 8, 20 - 6050Y","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, February. Released 2014, June",Discontinued,136.5 x 69.7 x 7.5 mm (5.37 x 2.74 x 0.30 in),126 g (4.44 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~72.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.2 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,"1, 2, 4, 7, 17 - 6050A",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2150 mAh, non-removable",,"Slate, Chocolate, White",,About 280 EUR,,,"1, 3, 5, 7, 8, 19, 20 - 6050F",,,,1.3 MP,,,Yes,,,,,,Up to 520 h (2G) / Up to 520 h (3G),Up to 10 h 30 min (2G) / Up to 16 h 30 min (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Idol 2,https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol2-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, Q2",Discontinued,136 x 70 x 7.3 mm (5.35 x 2.76 x 0.29 in),128 g (4.52 oz),,Single SIM or Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~72.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.3 GHz,,microSDHC (dedicated slot),"8GB 1GB RAM (SS), 16GB 1GB RAM (DS)",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",Yes,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, non-removable",,"Slate, Chocolate, White, Hot pink",6037Y,About 200 EUR,,,,,,,2 MP,,,Yes,,,,,,Up to 550 h (2G) / Up to 600 h (3G),Up to 15 h (2G) / Up to 10 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Idol 2 Mini S,https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol2-mini-s-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 1900 / 2100 - 6036A, 6036X","1, 2, 4, 7, 17 - 6036A","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, February. Released 2014, June",Discontinued,129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in),116 g (4.09 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.2 GHz,,microSDHC (dedicated slot),"4GB 1GB RAM (6036A,6036X), 8GB 1GB RAM (6036Y)",GSM 900 / 1800 - 6036X,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, non-removable",,"Slate, Chocolate, White, Hot pink, Cloudy","6036X, 6036A, 6036Y",About 200 EUR,,,HSDPA 850 / 900 / 2100 - 6036Y,"1, 3, 7, 8, 20 - 6036Y",,,2 MP,,Oleophobic coating,Yes (6036Y only),,,,,,Up to 400 h (2G) / Up to 400 h (3G),Up to 9 h (2G) / Up to 13 h (3G),Up to 35 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Idol 2 Mini,https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol2-mini-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"HSDPA 900 / 2100 - 6016X, 6016D",,HSPA 42.2/5.76 Mbps,"2014, February. Released 2014, Q2",Discontinued,129 x 63.5 x 7.9 mm (5.08 x 2.5 x 0.31 in),110 g (3.88 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~68.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.2 GHz,,microSDHC (dedicated slot),"4GB 1GB RAM (SS), 8GB 1GB RAM (DS)","HSDPA 850 / 1900 / 2100 - 6016A, 6016E",,"LED flash, panorama, HDR",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1700 mAh, non-removable",,"Cloudy, White, Hot Pink, Slate","6016A, 6016X, 6016D, 6016E",About 160 EUR,,,,,,,VGA,,"Asahi Dragontrail Glass, oleophobic coating",,,,,,,Up to 450 h (2G) / Up to 400 h (3G),Up to 12 h (2G) / Up to 5 h (3G),,,,,,,0.43 W/kg (head)     0.58 W/kg (body),,,,,,,,,,,,
alcatel,alcatel Pop Fit,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-fit-new.jpg,GSM / HSPA,GSM 900 / 1800 - 4002X,HSDPA 900 / 2100 - 4002X,,HSPA 21.1/5.76 Mbps,"2014, February",Cancelled,97 x 56.2 x 12 mm (3.82 x 2.21 x 0.47 in),78 g (2.75 oz),,Yes,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,GSM 850 / 1900 - 4002A,,"Panorama, HDR, LED flash",480p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity (4002X)","Li-Ion 1000 mAh, removable",,"Red, Hot Pink, Slate, Fresh Turquoise, Flash Yellow","4002X, 4002A",About 90 EUR,,,HSDPA 850 / 1900 - 4002A,No,,,,,,Yes (optional),,,,,,Up to 256 h (2G) / Up to 185 h (3G),Up to 4 h 40 min (2G) / Up to 5 h (3G),Up to 21 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel 2001,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2001-new.jpg,GSM,GSM 850 / 1900 - 2001A,,,,"2013, November. Released 2013, November",Discontinued,112 x 61.5 x 12.8 mm (4.41 x 2.42 x 0.50 in),89 g (3.14 oz),,Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,GSM 900 / 1900 - 2001X,,,320p@30fps,2 MP,,,Yes,Yes,No,"3.0, A2DP, EDR",No,"FM radio, RDS; built-in antenna",microUSB 2.0,,"Li-Ion 1000 mAh, removable",,"White, Black","2001A, 2001X",About 60 EUR,,,Flashlight,SOS emergency help Voice dial Organizer Photo/video viewer Weather forecast Predictive text input,,,,,,,Yes,No,,,,Up to 500 h,Up to 7 h,,200 entries,Yes,"SMS, MMS",No,No,0.80 W/kg (head)     1.28 W/kg (body),,,,,,,,,,,,
alcatel,alcatel 2000,https://fdn2.gsmarena.com/vv/bigpic/alcatel-2000.jpg,GSM,GSM 900 / 1800 - 2000X,,,,"2013, November. Released 2013, November",Discontinued,112 x 61.5 x 12.8 mm (4.41 x 2.42 x 0.50 in),89 g (3.14 oz),,Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,Flashlight,,,,,,,Yes,Yes,No,"3.0, A2DP, EDR",No,"FM radio, RDS; built-in antenna",microUSB 2.0,,"Li-Ion 1000 mAh, removable",,"White, Black",2000X,,,,No,SOS emergency help Voice dial Organizer Photo viewer Weather forecast Predictive text input,,,,,,,Yes,No,,,,Up to 500 h,Up to 7 h,,200 entries,Yes,"SMS, MMS",No,No,0.72 W/kg (head)     0.84 W/kg (body),,,,,,,,,,,,
